id,text,aspect_term,aspect_category,polarity
1756,the price very reasonable.,price,price,positive
29,"dessert - can't be missed, so save room!!!",Dessert,food,positive
484,"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,food,positive
1993,"take a good sense of humor,an american express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",,price,negative
2574,ingredients are organic which is a real plus for me.,Ingredients,food,positive
3595,it was so bad i actually refused to pay for my food.,food,food,negative
1097,i recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,price,positive
2844,"this is, by far, my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!",,price,negative
2692,"the staff was very attentive, the ambience lovely, and the food superb.",food,ambience,positive
2590,"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,food,negative
71,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,backyard dining area,ambience,positive
1584,the frankenstein show was the best.,,anecdotes/miscellaneous,positive
2957,"the waiters are sweet, the food is tasty and the bill is never too large.",bill,price,positive
2235,"as a fan of thai, i have tried quite a few different restaurants in nyc and this one was definitely the worst.",,anecdotes/miscellaneous,negative
3633,"the service was superb, they treat you like family.",service,service,positive
2696,"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.",food,food,positive
1186,"it only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,service,positive
3224,"the menu may be small, but everything on it is delicious.",menu,food,conflict
1154,too bad latin quarters closed.,,anecdotes/miscellaneous,neutral
935,they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,RICE,food,negative
3306,it was divine melts in your mouth.,,food,positive
2312,stumbled upon this gem of a pizza place and i will be going back frequently.,,anecdotes/miscellaneous,positive
1742,i live a block away and go to patsy's frequently.,,anecdotes/miscellaneous,neutral
3355,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.",dessert,price,negative
331,"when i visited my friend who lives in the upper eastside, she recommended that we go to this restaurant.",,anecdotes/miscellaneous,neutral
637,"warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",dining rooms,ambience,positive
2029,we ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,service,positive
2258,kudos haru,,anecdotes/miscellaneous,positive
2341,we arrived on time for our reservation and seated promptly.the,reservation,service,positive
679,i plan on eating here more often.,,anecdotes/miscellaneous,positive
2004,"i would definitely go back for a very special occasion, but not for regular fine dining.",dining,anecdotes/miscellaneous,conflict
644,"the well mannered, pleasant staff that tony has in his employ.",staff,service,positive
2007,the flavors robust and subtle.,flavors,food,positive
723,i came here for my friend's birthday and keep coming back ever since.,,anecdotes/miscellaneous,positive
314,"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,price,positive
3107,"i would never wait for a table to eat, it just is not that great.",table,anecdotes/miscellaneous,negative
580,"we concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,food,positive
1295,the counter service is bad.,counter service,service,negative
1590,i had a grat time at jekyll and hyde!,,anecdotes/miscellaneous,positive
2701,"service here was great, food was fantastic.",food,service,positive
2514,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,anecdotes/miscellaneous,conflict
997,"this is such a lovely, peaceful place to eat outside.",place,ambience,positive
470,and we were thouroughly disapointed.,,anecdotes/miscellaneous,negative
2730,this is the jackel and hideof the restaurants on the ues.,,anecdotes/miscellaneous,neutral
1491,the sauce is delicious and the crust is perfect.,crust,food,positive
1001,"this is a great place to take out-of-towners, and perfect for watching the sunset.",,ambience,positive
906,since my first dinner i have had the chance to have brunch at orsay 3x.,brunch,anecdotes/miscellaneous,neutral
758,"you will pay a lot for the decore, but the food is no better or worse than a lot of other chinese and asian fusion places in ny.",food,ambience,negative
1601,they have some great entrees here as well.,entrees,food,positive
2877,"our teenage kids love it, too.",,anecdotes/miscellaneous,positive
2195,the service is not consistently excellent -- just decent.,service,service,neutral
1917,"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,food,positive
1796,you guys are awesome!,,anecdotes/miscellaneous,positive
2252,"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!",cater,service,positive
3679,i loved this place!!,,anecdotes/miscellaneous,positive
3668,i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,food,positive
928,i care more about the food and ambience.,ambience,ambience,neutral
1794,"oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,price,negative
3652,avoid at all costs.,,anecdotes/miscellaneous,negative
2853,i would highly recommend this place to everyone for any occasion!,,anecdotes/miscellaneous,positive
1163,the service is fantastic.,service,service,positive
216,i recommend that you try this hidden spot which will surely blowup very soon,,anecdotes/miscellaneous,positive
1109,the garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,food,positive
899,food and service was okay.,service,service,neutral
1349,"great for a romantic evening, or a fun evening with friends...",,ambience,positive
934,the lamb meat was under-cooked and extrmely chewy.,lamb meat,food,negative
2199,the best pad thai i've ever had.,pad thai,food,positive
188,"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,service,negative
1748,great pizza and fantastic service.,service,service,positive
949,we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,service,negative
